	_id	name	date	lineages
79	pmid32947026	Three patients with X-linked agammaglobulinemia hospitalized for COVID-19 improved with convalescent plasma.	2020-07-23 00:00:00	sars-cov-2 gamma variant
0	pmid33327866	Structure of the Multiple Functional Domains from Coronavirus Nonstructural Protein 3.	2020-12-17 00:00:00	sars-cov-2 delta variant
31	2020.12.13.422469	A novel cell culture system modeling the SARS-CoV-2 life cycle	2020-12-13 00:00:00	sars-cov-2 delta variant
22	pmid33148769	COVID-19 case-fatality rate and demographic and socioeconomic influencers: worldwide spatial regression analysis based on country-level data.	2020-11-10 00:00:00	sars-cov-2 beta variant
60	pmid32504944	Implementation of rapid SARS-CoV-2 antigenic testing in a laboratory without access to molecular methods: Experiences of a general hospital.	2020-05-22 00:00:00	sars-cov-2 kappa variant
12	pmid34049217	Registry of patients with multiple sclerosis and COVID-19 infection in Saudi Arabia.	2021-04-13 00:00:00	sars-cov-2 beta variant
24	pmid32747912	Histopathological findings in the advanced natural evolution of the SARS-CoV-2 infection.	2020-08-10 00:00:00	sars-cov-2 beta variant
70	pmid32534175	Three novel prevention, diagnostic, and treatment options for COVID-19 urgently necessitating controlled randomized trials.	2021-01-27 00:00:00	sars-cov-2 beta variant
45	pmid33254553	A role of glycation and methylation for SARS-CoV-2 infection in diabetes?	2020-08-17 00:00:00	sars-cov-2 beta variant
91	pmid34159203	The Current Status and Challenges in the Development of Vaccines and Drugs against Severe Acute Respiratory Syndrome-Corona Virus-2 (SARS-CoV-2).	2021-04-16 00:00:00	sars-cov-2 gamma variant
58	pmid33078097	Analysis of 'earlyR' epidemic model and Time Series model for prediction of COVID-19 registered cases.	2020-11-03 00:00:00	sars-cov-2 gamma variant
12	pmid32324985	Role of duties related to COVID-19 suspected, probable and confirmed fatality cases	2020-08-22 00:00:00	sars-cov-2 beta variant
23	2020.08.26.268854	Furin Cleavage Site Is Key to SARS-CoV-2 Pathogenesis	2020-08-26 00:00:00	sars-cov-2 delta variant
52	2021.06.27.21259196	An immune-protein signature combining TRAIL, IP-10 and CRP for accurate prediction of severe COVID-19 outcome	2021-07-02 00:00:00	sars-cov-2 gamma variant
60	pmid34171342	Inactivation of SARS-CoV-2 isolates from lineages B.1.1.7 (Alpha), P.1 (Gamma) and B.1.110 by heating and UV irradiation.	2021-06-19 00:00:00	sars-cov-2 gamma variant
64	2020.07.13.20152231	A Quantitative Lung Computed Tomography Image Feature for Multi-Center Severity Assessment of COVID-19	2020-07-15 00:00:00	sars-cov-2 kappa variant
71	pmid33041111	SARS-CoV-2 pharmacologic therapies and their safety/effectiveness according to level of evidence.	2020-08-03 00:00:00	sars-cov-2 beta variant
54	2020.04.24.20077487	SUCCESSFUL MANUFACTURING OF CLINICAL-GRADE SARS-CoV-2 SPECIFIC T CELLS FOR ADOPTIVE CELL THERAPY	2020-04-30 00:00:00	sars-cov-2 gamma variant
54	2020.04.24.20077487	SUCCESSFUL MANUFACTURING OF CLINICAL-GRADE SARS-CoV-2 SPECIFIC T CELLS FOR ADOPTIVE CELL THERAPY	2020-04-30 00:00:00	sars-cov-2 beta variant
84	pmid32873520	Systemic inflammation as fuel for acute liver injury in COVID-19.	2020-08-02 00:00:00	sars-cov-2 gamma variant
21	pmid33743295	Neurophysiological findings and their prognostic value in critical COVID-19 patients: An observational study.	2021-02-16 00:00:00	sars-cov-2 delta variant
62	pmid33103743	The impact of the COVID-19 pandemic on mental health: early quarantine-related anxiety and its correlates among Jordanians.	2020-11-16 00:00:00	sars-cov-2 beta variant
67	pmid33398692	Overview of COVID-19 inflammatory pathogenesis from the therapeutic perspective.	2021-02-23 00:00:00	sars-cov-2 beta variant
0	pmid33285279	Prevalence of SARS-CoV-2 IgG antibodies in a large prospective cohort study of elite football players in Germany (May-June 2020): implications for a testing protocol in asymptomatic individuals and estimation of the rate of undetected cases.	2020-11-27 00:00:00	sars-cov-2 kappa variant
23	pmid32645344	Structural features of coronavirus SARS-CoV-2 spike protein: Targets for vaccination.	2020-06-30 00:00:00	sars-cov-2 beta variant
86	2020.08.04.20167882	Dynamic Analysis of Social Distancing Ratio, Isolation Rate and Transmission Coefficient in COVID-19 Epidemic for Many Countries by SIQR Model	2020-08-07 00:00:00	sars-cov-2 lambda variant
97	pmid33546745	Rapid clinical recovery of a SARS-CoV-2 infected common variable immunodeficiency patient following the infusion of COVID-19 convalescent plasma.	2021-02-08 00:00:00	sars-cov-2 gamma variant
72	pmid33822324	Neuropathophysiology of coronavirus disease 2019: neuroinflammation and blood brain barrier disruption are critical pathophysiological processes that contribute to the clinical symptoms of SARS-CoV-2 infection.	2021-04-07 00:00:00	sars-cov-2 kappa variant
89	2020.12.10.20244350	Development And Performance Evaluation of A Rapid In-House ELISA for Retrospective Serosurveillance of SARS-CoV-2	2020-12-11 00:00:00	sars-cov-2 kappa variant
94	pmid33833547	Interferon-λ3 Exacerbates the Inflammatory Response to Microbial Ligands: Implications for SARS-CoV-2 Pathogenesis.	2021-04-10 00:00:00	sars-cov-2 lambda variant
34	2021.03.23.436642	Clonal dissection of immunodominance and cross-reactivity of the CD4+ T cell response to SARS-CoV-2	2021-03-23 00:00:00	sars-cov-2 beta variant
71	2020.06.02.20120782	Substitutions in Spike and Nucleocapsid proteins of SARS-CoV-2 circulating in Colombia	2020-06-04 00:00:00	sars-cov-2 beta variant
81	pmid32758873	Why the lower reported prevalence of asthma in patients diagnosed with COVID-19 validates repurposing EDTA solutions to prevent and manage treat COVID-19 disease.	2020-06-11 00:00:00	sars-cov-2 beta variant
41	pmid33596245	16S rRNA gene sequencing of rectal swab in patients affected by COVID-19.	2021-02-22 00:00:00	sars-cov-2 beta variant
0	2021.06.29.450397	Neutralizing antibody 5-7 defines a distinct site of vulnerability in SARS-CoV-2 spike N-terminal domain	2021-06-29 00:00:00	sars-cov-2 beta variant
13	pmid32895779	Coronavirus: a shift in focus away from IFN response and towards other inflammatory targets.	2020-11-07 00:00:00	sars-cov-2 beta variant
22	2021.02.09.21251411	Estimating the proportion of SARS-CoV-2 infections reported through diagnostic testing	2021-02-10 00:00:00	sars-cov-2 alpha variant
7	2020.12.29.20248969	Reliability of Google Trends: Analysis of the Limits and Potential of Web Infoveillance During COVID-19 Pandemic and for Future Research	2021-01-04 00:00:00	sars-cov-2 delta variant
27	pmid33928512	 	2021-04-30 00:00:00	sars-cov-2 beta variant
48	pmid32213268	[Risk assessment and early warning of imported COVID-19 in Guangdong province].	2020-05-28 00:00:00	sars-cov-2 delta variant
72	pmid33827042	The first SARS-CoV-2 genetic variants of concern (VOC) in Poland: The concept of a comprehensive approach to monitoring and surveillance of emerging variants.	2021-04-09 00:00:00	sars-cov-2 beta variant
72	pmid33827042	The first SARS-CoV-2 genetic variants of concern (VOC) in Poland: The concept of a comprehensive approach to monitoring and surveillance of emerging variants.	2021-04-09 00:00:00	sars-cov-2 alpha variant
13	2020.11.02.20221622	Reproducibility and sensitivity of 36 methods to quantify the SARS-CoV-2 genetic signal in raw wastewater: findings from an interlaboratory methods evaluation in the U.S.	2020-11-04 00:00:00	sars-cov-2 beta variant
22	pmid32004758	Full-genome evolutionary analysis of the novel corona virus (2019-nCoV) rejects the hypothesis of emergence as a result of a recent recombination event.	2020-12-18 00:00:00	sars-cov-2 beta variant
67	pmid32879113	Antiviral therapy for coronavirus disease 2019.	2020-09-08 00:00:00	sars-cov-2 beta variant
88	2020.07.18.210013	The folate antagonist methotrexate diminishes replication of the coronavirus SARS-CoV-2 and enhances the antiviral efficacy of remdesivir in cell culture models	2020-07-20 00:00:00	sars-cov-2 theta variant
84	2020.09.25.20201616	COVID-19 in Youth Soccer	2020-09-27 00:00:00	sars-cov-2 beta variant
43	pmid33039209	Yeast-expressed SARS-CoV recombinant receptor-binding domain (RBD219-N1) formulated with aluminum hydroxide induces protective immunity and reduces immune enhancement.	2020-08-28 00:00:00	sars-cov-2 beta variant
45	pmid33026649	Suppression of SARS-CoV-2 infection in ex-vivo human lung tissues by targeting class III phosphoinositide 3-kinase.	2020-10-01 00:00:00	sars-cov-2 beta variant
47	pmid33960547	Wind tunnel-based testing of a photoelectrochemical oxidative filter-based air purification unit in coronavirus and influenza aerosol removal and inactivation.	2021-03-17 00:00:00	sars-cov-2 beta variant
63	pmid32461321	Porcine Epidemic Diarrhea Virus Deficient in RNA Cap Guanine-N-7 Methylation Is Attenuated and Induces Higher Type I and III Interferon Responses.	2020-08-12 00:00:00	sars-cov-2 delta variant
76	2020.04.05.20054288	Estimating the effect of physical distancing on the COVID-19 pandemic using an urban mobility index	2020-04-07 00:00:00	sars-cov-2 beta variant
55	2020.05.09.20082909	Screening of healthcare workers for SARS-CoV-2 highlights the role of asymptomatic carriage in COVID-19 transmission	2020-05-15 00:00:00	sars-cov-2 beta variant
7	2021.06.13.21258859	Immunogenicity and reactogenicity of a heterologous COVID-19 prime-boost vaccination compared with homologous vaccine regimens	2021-06-15 00:00:00	sars-cov-2 gamma variant
11	pmid32723434	Frequency and clinical correlates of antiphospholipid antibodies arising in patients with SARS-CoV-2 infection: findings from a multicentre study on 122 cases.	2020-07-31 00:00:00	sars-cov-2 beta variant
14	pmid32984561	Encephalopathy in COVID-19 patients; viral, parainfectious, or both?	2020-09-03 00:00:00	sars-cov-2 beta variant
93	2021.06.26.21259487	The Emergence of SARS-CoV-2 Variant Lambda (C.37) in South America	2021-07-03 00:00:00	sars-cov-2 lambda variant
93	2021.06.26.21259487	The Emergence of SARS-CoV-2 Variant Lambda (C.37) in South America	2021-07-03 00:00:00	sars-cov-2 delta variant
93	2021.06.26.21259487	The Emergence of SARS-CoV-2 Variant Lambda (C.37) in South America	2021-07-03 00:00:00	sars-cov-2 beta variant
93	2021.06.26.21259487	The Emergence of SARS-CoV-2 Variant Lambda (C.37) in South America	2021-07-03 00:00:00	sars-cov-2 gamma variant
13	pmid34147855	Entry-inhibitory role of catechins against SARS-CoV-2 and its UK variant.	2021-06-06 00:00:00	sars-cov-2 alpha variant
26	2020.08.18.256446	Neutralizing antibody-dependent and -independent immune responses against SARS-CoV-2 in cynomolgus macaques	2020-08-19 00:00:00	sars-cov-2 gamma variant
66	pmid32190908	A doubt of multiple introduction of SARS-CoV-2 in Italy: A preliminary overview.	2021-01-10 00:00:00	sars-cov-2 beta variant
72	pmid33633290	Power law behaviour in the saturation regime of fatality curves of the COVID-19 pandemic.	2021-03-01 00:00:00	sars-cov-2 beta variant
96	pmid33251412	Chemocentric Informatics Analysis: Dexamethasone Versus Combination Therapy for COVID-19.	2020-12-01 00:00:00	sars-cov-2 beta variant
18	pmid33778625	Implementation of the Radiological Society of North America Expert Consensus Guidelines on Reporting Chest CT Findings Related to COVID-19: A Multireader Performance Study.	2021-03-30 00:00:00	sars-cov-2 kappa variant
45	2020.08.12.247767	Suppression of MDA5-mediated antiviral immune responses by NSP8 of SARS-CoV-2	2020-08-12 00:00:00	sars-cov-2 kappa variant
73	2021.04.30.21256244	Within-host evolution of SARS-CoV-2 in an immunosuppressed COVID-19 patient: a source of immune escape variants	2021-05-05 00:00:00	sars-cov-2 beta variant
16	pmid33340453	Inclusion of pregnant women in COVID-19 treatment trials: a review and global call to action.	2020-10-23 00:00:00	sars-cov-2 beta variant
77	2020.03.09.20033126	Clinical features of imported cases of coronavirus disease 2019 in Tibetan patients in the Plateau area	2020-03-13 00:00:00	sars-cov-2 beta variant
48	2020.05.26.20114082	High Resolution CHEST CT(HRCT) Evaluation in Patients Hospitalized with COVID-19 Infection	2020-05-28 00:00:00	sars-cov-2 kappa variant
49	2020.06.04.20122879	CoVID-19 in Singapore: Impact of Contact Tracing and Self-awareness on Healthcare Demand	2020-06-05 00:00:00	sars-cov-2 iota variant
57	pmid33864405	Daily inpatient ertapenem therapy can be an alternative to hospitalization for the treatment of complicated urinary tract infections during the COVID-19 pandemic.	2021-02-18 00:00:00	sars-cov-2 beta variant
85	pmid32641482	LY6E Restricts Entry of Human Coronaviruses, Including Currently Pandemic SARS-CoV-2.	2020-12-18 00:00:00	sars-cov-2 gamma variant
56	pmid32300245	CRISPR-Cas12-based detection of SARS-CoV-2.	2020-07-23 00:00:00	sars-cov-2 beta variant
97	pmid32696007	Inflammation Profiling of Critically Ill Coronavirus Disease 2019 Patients.	2020-09-28 00:00:00	sars-cov-2 gamma variant
32	pmid33057358	Design of novel multiepitope constructs-based peptide vaccine against the structural S, N and M proteins of human COVID-19 using immunoinformatics analysis.	2020-12-18 00:00:00	sars-cov-2 beta variant
39	pmid33440306	An overview of Betacoronaviruses-associated severe respiratory syndromes, focusing on sex-type-specific immune responses.	2020-12-31 00:00:00	sars-cov-2 beta variant
45	pmid32846196	Prospect of SARS-CoV-2 spike protein: Potential role in vaccine and therapeutic development.	2020-08-19 00:00:00	sars-cov-2 beta variant
24	pmid32508021	Collaborated effort against SARS-CoV-2 outbreak in China.	2020-09-28 00:00:00	sars-cov-2 beta variant
17	pmid33903131	Prophylaxis against covid-19: living systematic review and network meta-analysis.	2021-04-27 00:00:00	sars-cov-2 iota variant
85	pmid34163490	PD-L1 Dysregulation in COVID-19 Patients.	2021-06-25 00:00:00	sars-cov-2 gamma variant
85	pmid34163490	PD-L1 Dysregulation in COVID-19 Patients.	2021-06-25 00:00:00	sars-cov-2 delta variant
22	2020.07.13.20146175	Qing Fei Pai Du Tang, a Chinese multi-herbal medicine formulated against COVID-19, elevates the plasma levels of IL-1β, IL-18, TNF-α, and IL-8	2020-07-20 00:00:00	sars-cov-2 beta variant
72	pmid33608746	Pharmacological mechanism of immunomodulatory agents for the treatment of severe cases of COVID-19 infection.	2021-02-02 00:00:00	sars-cov-2 gamma variant
20	2020.09.30.317818	SARS-CoV-2 Spike protein promotes hyper-inflammatory response that can be ameliorated by Spike-antagonistic peptide and FDA-approved ER stress and MAP kinase inhibitors in vitro	2020-10-01 00:00:00	sars-cov-2 kappa variant
62	pmid34231255	'We did everything we could': An account of toxic leadership.	2021-07-07 00:00:00	sars-cov-2 delta variant
29	2021.02.03.21251054	Age-related heterogeneity in Neutralising antibody responses to SARS-CoV-2 following BNT162b2 vaccination	2021-02-05 00:00:00	sars-cov-2 gamma variant
74	pmid33120339	Assessing correlations between short-term exposure to atmospheric pollutants and COVID-19 spread in all Italian territorial areas.	2020-09-10 00:00:00	sars-cov-2 beta variant
81	pmid32482538	Proposal for the use of anakinra in acute respiratory distress secondary to COVID-19.	2020-04-02 00:00:00	sars-cov-2 beta variant
86	pmid32935536	[Immunity against SARS-CoV-2: walking to the vaccination].	2020-09-16 00:00:00	sars-cov-2 beta variant
80	pmid33251388	High affinity of host human microRNAs to SARS-CoV-2 genome: An in silico analysis.	2020-11-02 00:00:00	sars-cov-2 beta variant
84	pmid33144889	[Epidemiology of SARS-CoV-2/COVID-19].	2020-11-05 00:00:00	sars-cov-2 beta variant
7	pmid34216738	Interferon-gamma release assay testing to assess COVID-19 vaccination response in a SARS-CoV-2 seronegative patient on rituximab: a case report.	2021-06-18 00:00:00	sars-cov-2 gamma variant
56	pmid33218990	Performance of the COVID-19 SEROSpeed IgM/IgG Rapid Test, an immunochromatographic assay for the diagnosis of SARS-CoV-2 infection: a multicenter European study.	2020-11-21 00:00:00	sars-cov-2 kappa variant
42	pmid32432519	Does the compromised sleep and circadian disruption of night and shiftworkers make them highly vulnerable to 2019 coronavirus disease (COVID-19)?	2020-08-26 00:00:00	sars-cov-2 gamma variant
93	pmid33419948	Performance of saliva specimens for the molecular detection of SARS-CoV-2 in the community setting: does sample collection method matter?	2021-01-09 00:00:00	sars-cov-2 kappa variant
99	pmid33763052	Epidemiological Study of Betacoronaviruses in Captive Malayan Pangolins.	2021-03-26 00:00:00	sars-cov-2 beta variant
5	2020.12.14.422555	Recurrent emergence and transmission of a SARS-CoV-2 Spike deletion ΔH69/V70	2020-12-14 00:00:00	sars-cov-2 delta variant
67	2021.03.24.436812	Building alternative consensus trees and supertrees using k-means and Robinson and Foulds distance	2021-03-25 00:00:00	sars-cov-2 beta variant
55	pmid32233018	Covid-19 and diabetes mellitus: unveiling the interaction of two pandemics.	2020-09-09 00:00:00	sars-cov-2 beta variant
59	pmid32488888	Elevated serum aspartate aminotransferase level identifies patients with coronavirus disease 2019 and predicts the length of hospital stay.	2020-05-06 00:00:00	sars-cov-2 gamma variant
67	2021.03.17.21253810	Importation, circulation, and emergence of variants of SARS-CoV-2 in the South Indian State of Karnataka	2021-03-20 00:00:00	sars-cov-2 alpha variant
20	pmid33722999	Effect of bromhexine in hospitalized patients with COVID-19.	2021-03-16 00:00:00	sars-cov-2 beta variant
25	pmid33243191	Correction to: The use of intravenous immunoglobulin gamma for the treatment of severe coronavirus disease 2019: a randomized placebo-controlled double-blind clinical trial.	2020-11-29 00:00:00	sars-cov-2 gamma variant
1	pmid33259031	Beta- and Novel Delta-Coronaviruses Are Identified from Wild Animals in the Qinghai-Tibetan Plateau, China.	2020-12-01 00:00:00	sars-cov-2 beta variant
1	pmid33259031	Beta- and Novel Delta-Coronaviruses Are Identified from Wild Animals in the Qinghai-Tibetan Plateau, China.	2020-12-01 00:00:00	sars-cov-2 delta variant
4	2021.05.23.21249471	A Phenomenological Analysis of COVID-19	2021-05-25 00:00:00	sars-cov-2 delta variant
28	pmid32850499	Functional Pangenome Analysis Shows Key Features of E Protein Are Preserved in SARS and SARS-CoV-2.	2020-09-03 00:00:00	sars-cov-2 beta variant
29	pmid33239231	Hypothesis: Alpha-1-antitrypsin is a promising treatment option for COVID-19.	2020-10-12 00:00:00	sars-cov-2 kappa variant
67	pmid33509217	Anti-inflammatory potential of Quercetin in COVID-19 treatment.	2021-01-31 00:00:00	sars-cov-2 beta variant
87	2020.11.09.372169	Identification of a unique TCR repertoire, consistent with a superantigen selection process in Children with Multi-system Inflammatory Syndrome	2020-11-09 00:00:00	sars-cov-2 beta variant
42	2020.04.30.071357	Distinct Inductions of and Responses to Type I and Type III Interferons PromoteInfections in Two SARS-CoV-2 Isolates	2020-05-01 00:00:00	sars-cov-2 beta variant
42	2020.04.30.071357	Distinct Inductions of and Responses to Type I and Type III Interferons PromoteInfections in Two SARS-CoV-2 Isolates	2020-05-01 00:00:00	sars-cov-2 lambda variant
65	pmid32443163	Interferons in the Therapy of Severe Coronavirus Infections: A Critical Analysis and Recollection of a Forgotten Therapeutic Regimen with Interferon Beta.	2020-09-16 00:00:00	sars-cov-2 beta variant
48	2021.03.29.21254559	RELATIONSHIP OF LIVER ENZYME LEVELS WITH THE CLINICAL COURSE OF COVID-19	2021-04-04 00:00:00	sars-cov-2 gamma variant
71	pmid32559354	A case of an Infant with SARS-CoV-2 hepatitis early after liver transplantation.	2020-05-15 00:00:00	sars-cov-2 gamma variant
80	pmid33222020	Renin-angiotensin system inhibitors and mortality in patients with COVID-19.	2020-11-24 00:00:00	sars-cov-2 beta variant
44	pmid33424908	Pilot Production of SARS-CoV-2 Related Proteins in Plants: A Proof of Concept for Rapid Repurposing of Indoor Farms Into Biomanufacturing Facilities.	2021-01-12 00:00:00	sars-cov-2 gamma variant
54	pmid32615501	Beta-thalassemia may protect against COVID 19.	2021-01-27 00:00:00	sars-cov-2 beta variant
66	pmid34109031	SARS-CoV-2 Brazil variants in Latin America: More serious research urgently needed on public health and vaccine protection.	2021-05-17 00:00:00	sars-cov-2 gamma variant
38	pmid33314141	Evaluation of serum hepatic enzyme activities in different COVID-19 phenotypes.	2020-12-14 00:00:00	sars-cov-2 gamma variant
43	2021.01.08.425825	Artemisia annua L. extracts prevent in vitro replication of SARS-CoV-2	2021-01-08 00:00:00	sars-cov-2 beta variant
7	2021.06.28.21259546	Clinicogenomic analysis of breakthrough infections by SARS CoV2 variants after ChAdOx1 nCoV- 19 vaccination in healthcare workers	2021-07-03 00:00:00	sars-cov-2 delta variant
11	pmid33330564	Part II: Accuracy of Teledermatology in Skin Neoplasms.	2020-12-18 00:00:00	sars-cov-2 kappa variant
57	2020.02.18.954628	Are pangolins the intermediate host of the 2019 novel coronavirus (2019-nCoV) ?	2020-02-20 00:00:00	sars-cov-2 beta variant
69	2020.05.26.115832	Different pattern of pre-existing SARS-COV-2 specific T cell immunity in SARS-recovered and uninfected individuals	2020-05-27 00:00:00	sars-cov-2 beta variant
29	2020.04.15.20065623	Neutralizing Antibodies Responses to SARS-CoV-2 in COVID-19 Inpatients and Convalescent Patients	2020-04-18 00:00:00	sars-cov-2 beta variant
50	2020.08.23.255364	Antiviral activity of lambda-carrageenan against influenza viruses in mice and severe acute respiratory syndrome coronavirus 2 in vitro	2020-08-24 00:00:00	sars-cov-2 lambda variant
82	2020.05.20.20105312	Amplification of human β-glucoronidase gene for appraising the accuracy of negative SARS-CoV-2 RT-PCR results in upper respiratory tract specimens	2020-05-22 00:00:00	sars-cov-2 beta variant
85	2020.09.27.316158	Hydroxychloroquine increased psychiatric-like behaviors and disrupted the expression of related genes in the mouse brain	2020-09-28 00:00:00	sars-cov-2 beta variant
70	pmid33949647	SARS-CoV-2 Genomic Surveillance in Northeast Brazil: Timing of Emergence of the Brazilian Variant of Concern P1.	2021-04-19 00:00:00	sars-cov-2 gamma variant
58	pmid32319118	Two X-linked agammaglobulinemia patients develop pneumonia as COVID-19 manifestation but recover.	2020-04-16 00:00:00	sars-cov-2 gamma variant
60	2021.01.11.20248930	Cardiorespiratory Fitness and Neuromuscular Performance in Patients Recovered from COVID-19	2021-01-13 00:00:00	sars-cov-2 delta variant
18	pmid33994678	Time-dependent probability distribution for number of infection in a stochastic SIS model: case study COVID-19.	2021-04-06 00:00:00	sars-cov-2 delta variant
54	2021.02.15.21251511	Mapping of SARS-CoV-2 Brain Invasion and Histopathology in COVID-19 Disease	2021-02-18 00:00:00	sars-cov-2 beta variant
12	2021.06.18.21258699	Screening for the alpha variant of SARS-CoV-2 (B.1.1.7) and the impact of this variant on circulating biomarkers in hospitalised patients	2021-06-21 00:00:00	sars-cov-2 alpha variant
12	2021.06.18.21258699	Screening for the alpha variant of SARS-CoV-2 (B.1.1.7) and the impact of this variant on circulating biomarkers in hospitalised patients	2021-06-21 00:00:00	sars-cov-2 delta variant
20	pmid34065789	Molecular Analysis of SARS-CoV-2 Circulating in Bangladesh during 2020 Revealed Lineage Diversity and Potential Mutations.	2021-04-26 00:00:00	sars-cov-2 alpha variant
54	2020.05.06.20093476	Sensitivity and specificity of a rapid test for assessment of exposure to SARS-CoV-2 in a community-based setting in Brazil	2020-05-10 00:00:00	sars-cov-2 kappa variant
62	pmid32994211	High-resolution structures of the SARS-CoV-2 2'-O-methyltransferase reveal strategies for structure-based inhibitor design.	2020-10-09 00:00:00	sars-cov-2 beta variant
62	2020.08.21.20179671	Evidence for treatment with estradiol for women with SARS-CoV-2 infection	2020-08-24 00:00:00	sars-cov-2 beta variant
2	pmid32733487	Role of Immune Dysregulation in Increased Mortality Among a Specific Subset of COVID-19 Patients and Immune-Enhancement Strategies for Combatting Through Nutritional Supplements.	2020-08-28 00:00:00	sars-cov-2 beta variant
68	pmid34026940	Mobile Phone GPS Data and Prevalence of COVID-19 Infections: Quantifying Parameters of Social Distancing in the U.S.	2021-05-24 00:00:00	sars-cov-2 beta variant
20	2021.03.20.21254035	SARS-CoV-2 Acquisition and Immune Pathogenesis Among School-Aged Learners in Four K-12 Schools	2021-03-26 00:00:00	sars-cov-2 gamma variant
42	2020.02.15.950568	Multivariate Analyses of Codon Usage in 2019 Novel Coronavirus on the Genomic Landscape of Betacoronavirus	2020-02-20 00:00:00	sars-cov-2 beta variant
34	2020.04.09.034983	Classical drug digitoxin inhibits influenza cytokine storm, with implications for COVID-19 therapy.	2020-04-11 00:00:00	sars-cov-2 beta variant
34	2020.04.09.034983	Classical drug digitoxin inhibits influenza cytokine storm, with implications for COVID-19 therapy.	2020-04-11 00:00:00	sars-cov-2 gamma variant
64	2021.07.05.21259918	Durable Humoral and Cellular Immune Responses Following Ad26.COV2.S Vaccination for COVID-19	2021-07-07 00:00:00	sars-cov-2 kappa variant
64	2021.07.05.21259918	Durable Humoral and Cellular Immune Responses Following Ad26.COV2.S Vaccination for COVID-19	2021-07-07 00:00:00	sars-cov-2 delta variant
64	2021.07.05.21259918	Durable Humoral and Cellular Immune Responses Following Ad26.COV2.S Vaccination for COVID-19	2021-07-07 00:00:00	sars-cov-2 gamma variant
64	2021.07.05.21259918	Durable Humoral and Cellular Immune Responses Following Ad26.COV2.S Vaccination for COVID-19	2021-07-07 00:00:00	lineage b.1.429
64	2021.07.05.21259918	Durable Humoral and Cellular Immune Responses Following Ad26.COV2.S Vaccination for COVID-19	2021-07-07 00:00:00	sars-cov-2 beta variant
76	pmid32167166	An exclusive 42 amino acid signature in pp1ab protein provides insights into the evolutive history of the 2019 novel human-pathogenic coronavirus (SARS-CoV-2).	2020-12-18 00:00:00	sars-cov-2 beta variant
92	pmid32797103	Footprint of the host restriction factors APOBEC3 on the genome of human viruses.	2020-08-26 00:00:00	sars-cov-2 gamma variant
59	2020.12.05.20244426	Exploring drugs and vaccines associated with altered risks and severity of COVID-19: a UK Biobank cohort study of all ATC level-4 drug categories	2020-12-07 00:00:00	sars-cov-2 beta variant
71	pmid32048560	The global spread of 2019-nCoV: a molecular evolutionary analysis.	2020-12-18 00:00:00	sars-cov-2 beta variant
8	2021.03.16.435702	Genetic variability associated with OAS1 expression in myeloid cells increases the risk of Alzheimer's disease and severe COVID-19 outcomes	2021-03-18 00:00:00	sars-cov-2 theta variant
8	2021.03.16.435702	Genetic variability associated with OAS1 expression in myeloid cells increases the risk of Alzheimer's disease and severe COVID-19 outcomes	2021-03-18 00:00:00	sars-cov-2 gamma variant
9	pmid34007192	Gastrointestinal Tract Colonization Rate of Extended-Spectrum Beta-Lactamase-Producing Gram-Negative Bacteria and Associated Factors Among Orthopaedic Patients in a Tertiary Hospital in Tanzania: Implications for Infection Prevention.	2021-05-20 00:00:00	sars-cov-2 beta variant
61	pmid34182569	SARS-CoV-2 mRNA vaccines induce persistent human germinal centre responses.	2021-06-28 00:00:00	sars-cov-2 beta variant
65	pmid33656076	Out-Of-Hospital Cardiac Arrest during the Coronavirus Disease 2019 (COVID-19) Pandemic in Brazil: The Hidden Mortality.	2021-03-08 00:00:00	sars-cov-2 beta variant
87	pmid32984405	The Dual Role of Echocardiography in the Diagnosis of Acute Cardiac Complications and Treatment Monitoring for Coronavirus Disease 2019 (COVID-19).	2020-10-01 00:00:00	sars-cov-2 beta variant
12	pmid32446778	The cytokine storm in COVID-19: An overview of the involvement of the chemokine/chemokine-receptor system.	2021-01-10 00:00:00	sars-cov-2 beta variant
34	2021.06.24.21259438	Differentials in the characteristics of COVID-19 cases in Wave-1 and Wave-2 admitted to a network of hospitals in North India	2021-06-27 00:00:00	sars-cov-2 delta variant
87	pmid33811809	BET inhibition blocks inflammation-induced cardiac dysfunction and SARS-CoV-2 infection.	2021-02-10 00:00:00	sars-cov-2 gamma variant
87	pmid33811809	BET inhibition blocks inflammation-induced cardiac dysfunction and SARS-CoV-2 infection.	2021-02-10 00:00:00	sars-cov-2 beta variant
59	pmid33804914	Mini-Review Discussing the Reliability and Efficiency of COVID-19 Vaccines.	2021-03-12 00:00:00	sars-cov-2 beta variant
84	pmid32957548	Complex Immunometabolic Profiling Reveals the Activation of Cellular Immunity and Biliary Lesions in Patients with Severe COVID-19.	2020-09-04 00:00:00	sars-cov-2 gamma variant
93	2021.03.02.433614	Recombinant protein subunit SARS-CoV-2 vaccines formulated with CoVaccine HT adjuvant induce broad, Th1 biased, humoral and cellular immune responses in mice	2021-03-03 00:00:00	sars-cov-2 gamma variant
17	pmid32030925	The First Case of 2019 Novel Coronavirus Pneumonia Imported into Korea from Wuhan, China: Implication for Infection Prevention and Control Measures.	2020-12-18 00:00:00	sars-cov-2 beta variant
58	pmid33892547	Modeling of daily confirmed Saudi COVID-19 cases using inverted exponential regression.	2021-04-26 00:00:00	sars-cov-2 gamma variant
